PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE,X COORDINATE,Y COORDINATE,LOCATION
HAMLIN (HANNIBAL),106,CULTURAL CENTER,SPECIAL,1161994.2040500001,1920401.7622400001,"(41.937252000000001, -87.680054999999996)"
HAMLIN (HANNIBAL),106,DOG FRIENDLY AREA,OUTDOOR,1161922.9148200001,1919960.61417,"(41.936042999999998, -87.680329)"
HAMLIN (HANNIBAL),106,FITNESS CENTER,INDOOR,1162054.8056300001,1920485.6725099999,"(41.937480999999998, -87.679829999999995)"
HAMLIN (HANNIBAL),106,GYMNASIUM,INDOOR,1161941.9931900001,1920342.0930699999,"(41.937089, -87.680248000000006)"
HAMLIN (HANNIBAL),106,BASEBALL JR/SOFTBALL,OUTDOOR,1162373.14555,1920298.7621200001,"(41.936962000000001, -87.678664999999995)"
HAMLIN (HANNIBAL),106,BASEBALL JR/SOFTBALL,OUTDOOR,1162114.78517,1920025.2042700001,"(41.936216000000002, -87.679621999999995)"
HAMLIN (HANNIBAL),106,POOL (OUTDOOR),OUTDOOR,1161946.6611599999,1920441.24018,"(41.937361000000003, -87.680228)"
HAMLIN (HANNIBAL),106,PLAYGROUND,OUTDOOR,1162198.3722699999,1920489.68267,"(41.937488999999999, -87.679302000000007)"
HAMLIN (HANNIBAL),106,BASEBALL SR,OUTDOOR,1162113.83537,1920277.86518,"(41.936909999999997, -87.679619000000002)"
HAMLIN (HANNIBAL),106,BASEBALL SR,OUTDOOR,1162375.0451499999,1920041.35155,"(41.936255000000003, -87.678664999999995)"
HAMLIN (HANNIBAL),106,TENNIS COURT,OUTDOOR,1161904.8676100001,1920040.4017399999,"(41.936261999999999, -87.680392999999995)"
HAMLIN (HANNIBAL),106,TENNIS COURT,OUTDOOR,1161954.2598999999,1920042.3013500001,"(41.936267000000001, -87.680211999999997)"
HANSBERRY (LORRAINE),1111,PLAYGROUND PARK,OUTDOOR,1178692.9898699999,1867563.93649,"(41.791896000000001, -87.620298000000005)"
HARDING (FREDERICK),1106,PLAYGROUND PARK,OUTDOOR,1149909.4391699999,1907615.1237699999,"(41.902408999999999, -87.724801999999997)"
HARDING (GEORGE),1033,BASKETBALL COURT,OUTDOOR,1179182.1663899999,1872348.5148499999,"(41.805014999999997, -87.618358000000001)"
HARDING (GEORGE),1033,PLAYGROUND,OUTDOOR,1179178.1404800001,1872542.8573,"(41.805548000000002, -87.618367000000006)"
HARDING (GEORGE),1033,VOLLEYBALL,OUTDOOR,1179161.30488,1872420.98156,"(41.805213999999999, -87.618431999999999)"
HARRIS (HARRIET),524,FITNESS CENTER,INDOOR,1182923.79473,1863897.0347,"(41.781737, -87.604898000000006)"
HARRIS (HARRIET),524,GYMNASIUM,INDOOR,1182973.29627,1863821.9295399999,"(41.781528999999999, -87.604719000000003)"
HARRIS (HARRIET),524,POOL (INDOOR),INDOOR,1182888.51823,1863945.9670200001,"(41.781872, -87.605025999999995)"
HARRIS (HARRIET),524,PLAYGROUND,OUTDOOR,1183004.7988400001,1864032.1974899999,"(41.782105999999999, -87.604596999999998)"
HARRIS (RYAN) MEMORIAL,1225,PLAYGROUND,OUTDOOR,1173360.8479800001,1860244.3484400001,"(41.771929999999998, -87.640066000000004)"
HARRIS (RYAN) MEMORIAL,1225,SPRAY FEATURE,OUTDOOR,1173414.6939999999,1860311.9844599999,"(41.772114999999999, -87.639865999999998)"
HARRISON (CARTER),213,BASKETBALL COURT,OUTDOOR,1164515.6271500001,1891330.7747800001,"(41.857425999999997, -87.671611999999996)"
HARRISON (CARTER),213,BASKETBALL COURT,OUTDOOR,1164444.07152,1891326.90668,"(41.857416999999998, -87.671875)"
HARRISON (CARTER),213,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1163670.8499700001,1891110.8808599999,"(41.856841000000003, -87.674718999999996)"
HARRISON (CARTER),213,GYMNASIUM,INDOOR,1164451.0350899999,1891169.7268699999,"(41.856985999999999, -87.671853999999996)"
HARRISON (CARTER),213,GYMNASTIC CENTER,INDOOR,1164460.52654,1891036.8485300001,"(41.856620999999997, -87.671823000000003)"
HARRISON (CARTER),213,HORSESHOE COURT,OUTDOOR,1164341.8788099999,1891209.7888,"(41.857098000000001, -87.672252999999998)"
HARRISON (CARTER),213,POOL (INDOOR),INDOOR,1164348.5290600001,1891099.4914500001,"(41.856794999999998, -87.672231999999994)"
HARRISON (CARTER),213,BASEBALL JR/SOFTBALL,OUTDOOR,1163923.84356,1891257.2851,"(41.857236999999998, -87.673786000000007)"
HARRISON (CARTER),213,BASEBALL JR/SOFTBALL,OUTDOOR,1164070.8226000001,1891336.5766100001,"(41.857450999999998, -87.673244999999994)"
HARRISON (CARTER),213,BASEBALL JR/SOFTBALL,OUTDOOR,1164225.53718,1891185.7298000001,"(41.857033999999999, -87.672680999999997)"
HARRISON (CARTER),213,BASEBALL JR/SOFTBALL,OUTDOOR,1164092.0958499999,1891021.34528,"(41.856586, -87.673175999999998)"
HARRISON (CARTER),213,PLAYGROUND,OUTDOOR,1164600.72016,1890845.3574399999,"(41.856091999999997, -87.671313999999995)"
HARRISON (CARTER),213,BASEBALL SR,OUTDOOR,1163918.0417299999,1890889.838,"(41.856228999999999, -87.673817999999997)"
HARRISON (CARTER),213,BASEBALL SR,OUTDOOR,1163482.9067800001,1890880.1684000001,"(41.856211000000002, -87.675415999999998)"
HARRISON (CARTER),213,TENNIS COURT,OUTDOOR,1164200.3958300001,1891328.8407300001,"(41.857427000000001, -87.672769000000002)"
HARRISON (CARTER),213,TENNIS COURT,OUTDOOR,1164248.74416,1891328.8407300001,"(41.857425999999997, -87.672591999999995)"
HARRISON (CARTER),213,TENNIS COURT,OUTDOOR,1164304.8283599999,1891328.8407300001,"(41.857424999999999, -87.672386000000003)"
HARRISON (CARTER),213,TENNIS COURT,OUTDOOR,1164353.1766900001,1891330.7747800001,"(41.857430000000001, -87.672207999999998)"
HARSH (VIVIAN G.),324,PLAYGROUND PARK,OUTDOOR,1185384.6083800001,1875622.1890700001,"(41.813853999999999, -87.595506999999998)"
HARSH (VIVIAN G.),324,SPRAY FEATURE,OUTDOOR,1185384.83115,1875659.3822399999,"(41.813955999999997, -87.595505000000003)"
HARTIGAN (DAVID) BEACH,1248,BEACH,OUTDOOR,1168149.3528199999,1944185.4597499999,"(42.002383999999999, -87.656743000000006)"
HARTIGAN (DAVID) BEACH,1248,PLAYGROUND,OUTDOOR,1167891.3671200001,1944142.46214,"(42.002271999999998, -87.657694000000006)"
HASAN (ELLIOT),294,PLAYGROUND PARK,OUTDOOR,1193099.0302899999,1859728.3599700001,"(41.770054999999999, -87.567729999999997)"
HAYES (FRANCIS),242,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1158018.3983499999,1848950.1978,"(41.741262999999996, -87.696612999999999)"
HAYES (FRANCIS),242,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1157946.62684,1848615.26376,"(41.740344999999998, -87.696884999999995)"
HAYES (FRANCIS),242,FITNESS CENTER,INDOOR,1157939.26563,1848138.6269100001,"(41.739038000000001, -87.696924999999993)"
HAYES (FRANCIS),242,GYMNASIUM,INDOOR,1157968.71046,1848153.3493300001,"(41.739077000000002, -87.696816999999996)"
HAYES (FRANCIS),242,POOL (INDOOR),INDOOR,1157828.84788,1848133.10626,"(41.739024999999998, -87.697329999999994)"
HAYES (FRANCIS),242,BASEBALL JR/SOFTBALL,OUTDOOR,1158105.8125400001,1848436.0607,"(41.739849999999997, -87.696307000000004)"
HAYES (FRANCIS),242,BASEBALL JR/SOFTBALL,OUTDOOR,1158092.8532499999,1848748.9334400001,"(41.740709000000003, -87.696346000000005)"
HAYES (FRANCIS),242,BASEBALL JR/SOFTBALL,OUTDOOR,1158187.27039,1848956.28079,"(41.741275999999999, -87.695993999999999)"
HAYES (FRANCIS),242,BASEBALL JR/SOFTBALL,OUTDOOR,1157796.6425600001,1848674.8807600001,"(41.740512000000003, -87.697433000000004)"
HAYES (FRANCIS),242,PLAYGROUND,OUTDOOR,1158216.89139,1849248.78874,"(41.742077999999999, -87.695877999999993)"
HAYES (FRANCIS),242,SPRAY FEATURE,OUTDOOR,1158218.7427600001,1849208.05981,"(41.741967000000002, -87.695871999999994)"
HAYES (FRANCIS),242,BASEBALL SR,OUTDOOR,1157824.41252,1848965.53733,"(41.741309000000001, -87.697322999999997)"
HAYES (FRANCIS),242,BASEBALL SR,OUTDOOR,1157813.3045999999,1848367.5621499999,"(41.739668000000002, -87.697379999999995)"
HAYES (FRANCIS),242,VOLLEYBALL,OUTDOOR,1157665.88757,1848255.3274699999,"(41.739362999999997, -87.697924)"
HAZELNUT,417,PLAYGROUND PARK,OUTDOOR,1136513.63329,1903904.3339499999,"(41.892476000000002, -87.774096)"
HERMITAGE,1008,BASKETBALL COURT,OUTDOOR,1165618.27718,1865813.8500900001,"(41.787381000000003, -87.668289999999999)"
HERMITAGE,1008,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1165769.7069900001,1865737.8948599999,"(41.787170000000003, -87.667737000000002)"
HERMITAGE,1008,BASEBALL JR/SOFTBALL,OUTDOOR,1165911.0544799999,1865673.24572,"(41.786988999999998, -87.66722)"
HERMITAGE,1008,PLAYGROUND,OUTDOOR,1165519.4981800001,1865679.4750300001,"(41.787014999999997, -87.668655999999999)"
HERMITAGE,1008,SPRAY FEATURE,OUTDOOR,1165486.57173,1865623.4114999999,"(41.786861999999999, -87.668778000000003)"
HERMITAGE,1008,VOLLEYBALL,OUTDOOR,1165420.7191699999,1865826.3087299999,"(41.787419999999997, -87.669014000000004)"
HERMOSA,125,BASKETBALL COURT,OUTDOOR,1145763.0665599999,1914658.62937,"(41.921816, -87.739852999999997)"
HERMOSA,125,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1145518.20156,1914732.0560600001,"(41.922021999999998, -87.740751000000003)"
HERMOSA,125,BASEBALL JR/SOFTBALL,OUTDOOR,1145587.8497200001,1914855.1430899999,"(41.922359, -87.740492000000003)"
HERMOSA,125,PLAYGROUND,OUTDOOR,1145766.9386,1914814.4850300001,"(41.922243999999999, -87.739834999999999)"
HERMOSA,125,SPRAY FEATURE,OUTDOOR,1145860.8389999999,1914889.02458,"(41.922446999999998, -87.739487999999994)"
HERMOSA,125,BASEBALL SR,OUTDOOR,1145416.50557,1914641.2045400001,"(41.921774999999997, -87.741127000000006)"
HERMOSA,125,VOLLEYBALL,OUTDOOR,1145826.9575100001,1914644.10873,"(41.921774999999997, -87.739619000000005)"
HIAWATHA,229,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1122496.5330399999,1922604.64005,"(41.944031000000003, -87.82517)"
HIAWATHA,229,FITNESS CENTER,INDOOR,1121816.2178,1922473.88277,"(41.943683999999998, -87.827673000000004)"
HIAWATHA,229,GYMNASIUM,INDOOR,1121914.75927,1922530.7337100001,"(41.943838, -87.827309999999997)"
HIAWATHA,229,BOCCE COURT,SPECIAL,1121817.0557299999,1922375.11788,"(41.943412000000002, -87.827672000000007)"
HIAWATHA,229,BASEBALL JR/SOFTBALL,OUTDOOR,1121710.0021299999,1922306.39164,"(41.943226000000003, -87.828067000000004)"
HIAWATHA,229,PLAYGROUND,OUTDOOR,1121609.6086299999,1922323.7672600001,"(41.943275, -87.828435999999996)"
HIAWATHA,229,SPORT ROLLER COURT,OUTDOOR,1122155.9799200001,1922379.75599,"(41.943420000000003, -87.826425999999998)"
HIAWATHA,229,SPRAY FEATURE,OUTDOOR,1121536.24428,1922316.04483,"(41.943255000000001, -87.828705999999997)"
HIAWATHA,229,BASEBALL SR,OUTDOOR,1122681.1140399999,1922424.1607600001,"(41.943533000000002, -87.824494999999999)"
HIAWATHA,229,BASEBALL SR,OUTDOOR,1122294.98587,1922416.4380000001,"(41.943517999999997, -87.825914999999995)"
HIAWATHA,229,BASEBALL SR,OUTDOOR,1122675.3220500001,1922790.9822,"(41.944540000000003, -87.824507999999994)"
HIAWATHA,229,BASEBALL SR,OUTDOOR,1122283.4022299999,1922711.8261899999,"(41.944329000000003, -87.825951000000003)"
HIAWATHA,229,TENNIS COURT,OUTDOOR,1122188.8007199999,1922607.5714799999,"(41.944043999999998, -87.826301000000001)"
HIAWATHA,229,TENNIS COURT,OUTDOOR,1122142.46551,1922607.5714799999,"(41.944045000000003, -87.826470999999998)"
HICKORY,299,PLAYGROUND PARK,OUTDOOR,1167874.2674199999,1932441.5239200001,"(41.970165000000001, -87.658096)"
HOARD (EDISON),387,BASKETBALL COURT,OUTDOOR,1184635.28311,1857427.1956100001,"(41.763942999999998, -87.598826000000003)"
HOARD (EDISON),387,BASKETBALL COURT,OUTDOOR,1184554.9535399999,1857425.15329,"(41.763939000000001, -87.599119999999999)"
HOARD (EDISON),387,BASEBALL JR/SOFTBALL,OUTDOOR,1184771.4350699999,1857270.6207900001,"(41.763509999999997, -87.598331999999999)"
HOARD (EDISON),387,PLAYGROUND,OUTDOOR,1184571.29177,1857278.79006,"(41.763536999999999, -87.599064999999996)"
HOARD (EDISON),387,SPRAY FEATURE,OUTDOOR,1184580.1414900001,1857320.31623,"(41.763651000000003, -87.599030999999997)"
HOLLY,325,PLAYGROUND PARK,OUTDOOR,1183164.23224,1878011.32012,"(41.820461999999999, -87.603577000000001)"
HOLLY,325,SPRAY FEATURE,OUTDOOR,1183253.6457799999,1878045.91093,"(41.820554999999999, -87.603247999999994)"
HOLLYWOOD,75,BASKETBALL COURT,OUTDOOR,1153410.75468,1939254.0545900001,"(41.989159000000001, -87.711096999999995)"
HOLLYWOOD,75,BASEBALL JR/SOFTBALL,OUTDOOR,1153407.4863100001,1939428.09197,"(41.989637000000002, -87.711105000000003)"
HOLLYWOOD,75,BASEBALL JR/SOFTBALL,OUTDOOR,1153217.92435,1939584.97092,"(41.990071, -87.711798000000002)"
HOLLYWOOD,75,PLAYGROUND,OUTDOOR,1153454.8766399999,1939098.8098200001,"(41.988731999999999, -87.710938999999996)"
HOLLYWOOD,75,SPRAY FEATURE,OUTDOOR,1153392.77899,1939162.54165,"(41.988908000000002, -87.711166000000006)"
HOLLYWOOD,75,TENNIS COURT,OUTDOOR,1153056.9597799999,1939238.5300199999,"(41.989123999999997, -87.712399000000005)"
HOLSTEIN,203,GYMNASIUM,INDOOR,1160609.17138,1914730.8228,"(41.921720000000001, -87.685301999999993)"
HOLSTEIN,203,POOL (OUTDOOR),OUTDOOR,1160663.94325,1914829.0627599999,"(41.921987999999999, -87.685098999999994)"
HOLSTEIN,203,PLAYGROUND,OUTDOOR,1160688.82378,1914985.7172999999,"(41.922417000000003, -87.685002999999995)"
HOLSTEIN,203,BASEBALL SR,OUTDOOR,1160718.31158,1914635.5483800001,"(41.921455999999999, -87.684904000000003)"
HOLSTEIN,203,SPRAY FEATURE,OUTDOOR,1160727.17279,1914888.31855,"(41.922148999999997, -87.684865000000002)"
HOMAN (JOSEPH),1108,PLAYGROUND PARK,OUTDOOR,1153948.91928,1889368.14518,"(41.852257000000002, -87.710451000000006)"
HONEYSUCKLE,351,PLAYGROUND PARK,OUTDOOR,1181472.4016400001,1874237.7167799999,"(41.810146000000003, -87.609899999999996)"
HORAN (ALBERT),1035,BASKETBALL COURT,OUTDOOR,1155855.16285,1897911.1084100001,"(41.875661999999998, -87.703224000000006)"
HORAN (ALBERT),1035,BASEBALL JR/SOFTBALL,OUTDOOR,1155498.2918400001,1897896.6894700001,"(41.875630000000001, -87.704535000000007)"
HORAN (ALBERT),1035,PLAYGROUND,OUTDOOR,1156005.36136,1897926.72911,"(41.875701999999997, -87.702672000000007)"
HORAN (ALBERT),1035,SPRAY FEATURE,OUTDOOR,1156079.8595799999,1897905.10054,"(41.875641000000002, -87.702399)"
HORNBEAM,353,PLAYGROUND PARK,OUTDOOR,1151163.2611400001,1892852.11393,"(41.861873000000003, -87.720584000000002)"
HORNBEAM,353,SPRAY FEATURE,OUTDOOR,1151201.77189,1892890.1991600001,"(41.861977000000003, -87.720440999999994)"
HORNER (HENRY),228,BASKETBALL COURT,OUTDOOR,1157464.0264300001,1928979.09515,"(41.960881999999998, -87.696470000000005)"
HORNER (HENRY),228,BASKETBALL COURT,OUTDOOR,1157391.9445499999,1928975.6627499999,"(41.960873999999997, -87.696735000000004)"
HORNER (HENRY),228,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1157501.26257,1927999.3257899999,"(41.958193000000001, -87.696359999999999)"
HORNER (HENRY),228,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1157550.0114899999,1927013.5679200001,"(41.955486999999998, -87.696207000000001)"
HORNER (HENRY),228,GYMNASIUM,INDOOR,1157146.73835,1928881.6580099999,"(41.960621000000003, -87.697638999999995)"
HORNER (HENRY),228,BASEBALL JR/SOFTBALL,OUTDOOR,1157244.3487199999,1927949.3570600001,"(41.958061000000001, -87.697305)"
HORNER (HENRY),228,BASEBALL JR/SOFTBALL,OUTDOOR,1157288.9709999999,1928093.52015,"(41.958455999999998, -87.697136999999998)"
HORNER (HENRY),228,BASEBALL JR/SOFTBALL,OUTDOOR,1157615.05467,1928179.3316599999,"(41.958685000000003, -87.695936000000003)"
HORNER (HENRY),228,BASEBALL JR/SOFTBALL,OUTDOOR,1157748.9205400001,1928021.4386,"(41.958249000000002, -87.695447999999999)"
HORNER (HENRY),228,BASEBALL JR/SOFTBALL,OUTDOOR,1157759.2180900001,1927709.0845699999,"(41.957391000000001, -87.695419000000001)"
HORNER (HENRY),228,BASEBALL JR/SOFTBALL,OUTDOOR,1157759.2180900001,1927602.67829,"(41.957098999999999, -87.695421999999994)"
HORNER (HENRY),228,BASEBALL JR/SOFTBALL,OUTDOOR,1157769.51532,1927297.1894,"(41.956260999999998, -87.695392999999996)"
HORNER (HENRY),228,BASEBALL JR/SOFTBALL,OUTDOOR,1157776.3801299999,1927197.64793,"(41.955987999999998, -87.695369999999997)"
HORNER (HENRY),228,BASEBALL JR/SOFTBALL,OUTDOOR,1157728.32577,1926878.4290799999,"(41.955112999999997, -87.695554999999999)"
HORNER (HENRY),228,PLAYGROUND,OUTDOOR,1157055.56366,1928683.9034899999,"(41.960081000000002, -87.697979000000004)"
HORNER (HENRY),228,BASEBALL SR,OUTDOOR,1157398.80969,1926861.2670400001,"(41.955072000000001, -87.696766999999994)"
HORNER (HENRY),228,BASEBALL SR,OUTDOOR,1157302.7006300001,1927407.0280899999,"(41.956572000000001, -87.697106000000005)"
HORNER (HENRY),228,TENNIS COURT,OUTDOOR,1157577.2975300001,1928989.3923800001,"(41.960908000000003, -87.696053000000006)"
HORNER (HENRY),228,TENNIS COURT,OUTDOOR,1157666.5414400001,1928989.3923800001,"(41.960906999999999, -87.695724999999996)"
HORNER (HENRY),228,TENNIS COURT,OUTDOOR,1157107.0504300001,1928306.3327200001,"(41.959043999999999, -87.697800000000001)"
HORNER (HENRY),228,TENNIS COURT,OUTDOOR,1157158.53721,1928309.76513,"(41.959052, -87.697610999999995)"
HORNER (HENRY),228,TENNIS COURT,OUTDOOR,1157529.2431600001,1928989.3923800001,"(41.960909000000001, -87.69623)"
HORNER (HENRY),228,TENNIS COURT,OUTDOOR,1157618.4870800001,1928985.95997,"(41.960898, -87.695902000000004)"
"HOUSTON (JESSIE ""MA"")",278,BASKETBALL COURT,OUTDOOR,1182657.1433600001,1871846.46664,"(41.803556999999998, -87.605628999999993)"
"HOUSTON (JESSIE ""MA"")",278,BASKETBALL COURT,OUTDOOR,1182729.03036,1871848.94563,"(41.803561999999999, -87.605365000000006)"
"HOUSTON (JESSIE ""MA"")",278,PLAYGROUND,OUTDOOR,1182900.07234,1871955.5369599999,"(41.803851000000002, -87.604735000000005)"
HOWARD (URE) BEACH,1256,BEACH,OUTDOOR,1166153.24658,1950175.2532200001,"(42.018864000000001, -87.663915000000003)"
HOWARD (URE) BEACH,1256,PLAYGROUND,OUTDOOR,1166061.87078,1950251.52571,"(42.019075000000001, -87.664248999999998)"
HOYNE (THOMAS),1036,BASKETBALL COURT,OUTDOOR,1162708.0133100001,1881787.08488,"(41.831274999999998, -87.678514000000007)"
HOYNE (THOMAS),1036,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1162812.91074,1881992.0260699999,"(41.831834999999998, -87.678123999999997)"
HOYNE (THOMAS),1036,BASEBALL JR/SOFTBALL,OUTDOOR,1162707.4349,1881920.1715599999,"(41.83164, -87.678512999999995)"
HOYNE (THOMAS),1036,PLAYGROUND,OUTDOOR,1162639.73392,1881790.55666,"(41.831285999999999, -87.678764999999999)"
HOYNE (THOMAS),1036,VOLLEYBALL,OUTDOOR,1162644.3631800001,1882018.54012,"(41.831912000000003, -87.678741000000002)"
HUBBARD (GURDON),1109,BASKETBALL COURT,OUTDOOR,1143046.2357099999,1902675.4932299999,"(41.888984000000001, -87.750135)"
HUBBARD (GURDON),1109,PLAYGROUND,OUTDOOR,1143127.75392,1902614.88377,"(41.888817000000003, -87.749836999999999)"
HUCKLEBERRY,336,PLAYGROUND PARK,OUTDOOR,1185557.6572499999,1864090.62158,"(41.782206000000002, -87.595236)"
HUMBERT (JAMES),1121,PLAYGROUND PARK,OUTDOOR,1172368.0924199999,1884439.7797000001,"(41.838346999999999, -87.642993000000004)"
HUMBOLDT (BARON VON),219,ARTIFICIAL TURF FIELD,OUTDOOR,1155829.22884,1907111.6388900001,"(41.900910000000003, -87.703070999999994)"
HUMBOLDT (BARON VON),219,BASKETBALL COURT,OUTDOOR,1155274.37004,1906825.91833,"(41.900137000000001, -87.705117000000001)"
HUMBOLDT (BARON VON),219,BASKETBALL COURT,OUTDOOR,1155342.9886700001,1906830.4927999999,"(41.900148000000002, -87.704864999999998)"
HUMBOLDT (BARON VON),219,BASKETBALL COURT,OUTDOOR,1156698.98334,1910140.9940500001,"(41.909205, -87.699793999999997)"
HUMBOLDT (BARON VON),219,BEACH,OUTDOOR,1155642.6239,1909098.34194,"(41.906365000000001, -87.703703000000004)"
HUMBOLDT (BARON VON),219,CASTING PIER,OUTDOOR,1156955.98643,1909277.8944000001,"(41.906830999999997, -87.698874000000004)"
HUMBOLDT (BARON VON),219,FITNESS CENTER,INDOOR,1155805.98184,1909388.80953,"(41.907159, -87.703095000000005)"
HUMBOLDT (BARON VON),219,GARDEN,OUTDOOR,1155864.6818599999,1908175.2292800001,"(41.903827999999997, -87.702911999999998)"
HUMBOLDT (BARON VON),219,GARDEN,OUTDOOR,1156823.3236400001,1909106.3474999999,"(41.906362999999999, -87.699365)"
HUMBOLDT (BARON VON),219,GYMNASIUM,INDOOR,1155918.08595,1909355.17836,"(41.907063999999998, -87.702684000000005)"
HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,1155610.60198,1910068.15332,"(41.909027000000002, -87.703794000000002)"
HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,1155727.2536500001,1910047.56773,"(41.908968000000002, -87.703366000000003)"
HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,1156090.93304,1909860.01003,"(41.908445999999998, -87.702034999999995)"
HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,1155951.40839,1909681.60127,"(41.907958999999998, -87.702552999999995)"
HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,1155667.78428,1909743.35803,"(41.908135000000001, -87.703592999999998)"
HUMBOLDT (BARON VON),219,BASEBALL SR,OUTDOOR,1155226.3370000001,1908974.8280799999,"(41.906035000000003, -87.705235000000002)"
HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,1156281.23548,1908470.4806599999,"(41.904629, -87.701374000000001)"
HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,1156466.50611,1908447.6076700001,"(41.904563000000003, -87.700693999999999)"
HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,1156455.06978,1908260.0496499999,"(41.904048000000003, -87.700740999999994)"
HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,1156251.5009600001,1908234.88959,"(41.903982999999997, -87.701490000000007)"
HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,1155418.46949,1908716.3643499999,"(41.905321000000001, -87.704537000000002)"
HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,1155237.77333,1907493.80709,"(41.901969999999999, -87.705233000000007)"
HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,1155519.1103699999,1907251.3544900001,"(41.901299000000002, -87.704205999999999)"
HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,1155155.4309799999,1907054.6472,"(41.900767000000002, -87.705546999999996)"
HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,1157078.3654499999,1910072.64576,"(41.909010000000002, -87.698402000000002)"
HUMBOLDT (BARON VON),219,BASEBALL JR/SOFTBALL,OUTDOOR,1156842.9463,1909887.6736900001,"(41.908507, -87.699271999999993)"
HUMBOLDT (BARON VON),219,POOL (OUTDOOR),OUTDOOR,1155672.3587499999,1906315.8524199999,"(41.898729000000003, -87.703669000000005)"
HUMBOLDT (BARON VON),219,PLAYGROUND,OUTDOOR,1156672.3623299999,1910335.7663,"(41.909739999999999, -87.699887000000004)"
HUMBOLDT (BARON VON),219,PLAYGROUND,OUTDOOR,1156832.4728999999,1909731.9217099999,"(41.908079999999998, -87.699314999999999)"
